session_id,target
1,0.0022021107014134214
2,4.826756155749505e-09
3,1.2417990622598767e-07
4,4.692140044586751e-08
5,3.140800928200997e-05
6,0.00021943129721068542
7,0.0005537419424357019
8,0.00013133503429819
9,0.0007954674266590925
10,0.10257913194439254
11,3.0442615655247202e-05
12,0.00011984322763552885
13,0.00043629788667969867
14,0.35697489805654703
15,5.0445984520463054e-05
16,0.003996442869351615
17,0.015057202971179113
18,5.15950760112597e-05
19,0.0009281934976236304
20,2.736910818334377e-07
21,0.062058577681206144
22,5.431873965025217e-08
23,5.458470661110819e-05
24,0.0003388034697732035
25,0.07177204976802576
26,6.334777236191921e-09
27,0.0006324619535220649
28,3.641844015712922e-07
29,0.014534390488703168
30,0.00010988402302727188
31,0.013549948103728403
32,0.04379228603650776
33,0.0006187098564637305
34,1.9749959057010806e-07
35,0.013283681331706387
36,0.00032913816550026365
37,5.976612989607986e-09
38,1.3527501358168044e-08
39,0.00010988402302727188
40,2.966284750708458e-05
41,0.0004429075720860349
42,0.0012435424080937312
43,1.8794629054793497e-06
44,2.2406479384616122e-05
45,0.24054725271080127
46,8.78355150293824e-06
47,0.009270259139879316
48,0.0005805878316474521
49,0.00018522314416230098
50,9.600596479774987e-06
51,6.152455612632449e-07
52,1.9175374079271155e-05
53,0.03573601636280031
54,0.00010341962213629617
55,6.172178748413721e-06
56,0.0018114928121904157
57,1.1564538704701414e-06
58,2.208732032457938e-05
59,1.588166550252918e-05
60,6.626700024949517e-06
61,8.95195631243488e-06
62,0.0013803735144203846
63,1.509206236007521e-05
64,3.248633506218125e-05
65,7.066024115072642e-06
66,1.1983509715604832e-07
67,0.00019599375854954264
68,0.00025068468705648315
69,0.0914262311150999
70,0.00014753714534590468
71,0.0002727219194282321
72,1.588166550252918e-05
73,0.030167211112915936
74,4.826756155749505e-09
75,2.9019553162033775e-05
76,0.000355584171454356
77,0.00017269420956211523
78,0.0015099879943584024
79,7.200013230585855e-06
80,0.00012248884555378579
81,2.3757560574756258e-05
82,6.793961667691407e-05
83,3.7399099456525696e-08
84,0.2494463812189155
85,2.3057236176785485e-05
86,6.223055002118137e-07
87,0.0011998811203179072
88,0.000569285517695097
89,0.00031552741148500657
90,0.018119833019175066
91,0.0001312948035769164
92,9.436514777896633e-06
93,0.0326790752321795
94,0.0008556354494885035
95,0.03876947020910193
96,3.397998694421893e-08
97,9.735244088580085e-05
98,0.00011900477697379756
99,2.19292405351291e-05
100,0.00010129755149123782
101,0.0005153818176812541
102,0.07063193020872786
103,0.0022552777179302252
