session_id,target
1,0.0003428547345123848
2,2.9612084102157324e-06
3,1.3107076416160842e-06
4,7.793056929917448e-07
5,0.00019902565173727458
6,7.430101966698929e-05
7,0.0029476412290291593
8,0.0018427675738765673
9,0.00013965886484583522
10,0.0032870926412805045
11,0.0001250582175789353
12,1.9455223951181512e-05
13,8.303968753378971e-05
14,0.023316000572162543
15,0.0009103414637692875
16,0.0003866544810296021
17,0.020640233555466892
18,1.8218131752560492e-05
19,0.0024846390251119046
20,2.133810361019447e-06
21,0.03471713250766988
22,3.281258940527293e-05
23,0.00033517623833666677
24,0.011774490735460814
25,0.07966741294326547
26,1.0872187701967139e-05
27,0.00014775434479399275
28,8.824786592306553e-07
29,0.020496199223174704
30,0.0015350339077557728
31,0.027624383273675494
32,0.017255743001570224
33,0.0001354565104323571
34,1.8899764330604572e-05
35,0.018806308083054685
36,0.0006331425751581897
37,8.46359610285682e-08
38,2.981717739980426e-06
39,0.00042045187182925827
40,1.1795746009302928e-05
41,0.00176403800079897
42,0.006438210306834737
43,9.986694448638726e-05
44,0.0001251376403519735
45,0.1388529823364377
46,0.00023424997906736032
47,0.00037125058703874536
48,6.80680366099265e-05
49,0.0004867688079420317
50,8.558495165253373e-06
51,3.506168219636801e-07
52,0.00016581480797938104
53,0.02287633400406614
54,0.0007725896783875749
55,0.0004019770193659846
56,0.01995643183550163
57,1.661754432256789e-06
58,2.094403134151904e-05
59,2.2080545611177344e-05
60,2.7643658576938694e-06
61,9.020698498734918e-06
62,0.0002542762316194608
63,1.541395286245806e-05
64,0.0005938021495627283
65,1.1617761747928633e-05
66,6.322264279938628e-06
67,0.00016863370806475885
68,0.0020459585034360538
69,0.05691302075516451
70,5.04352149240563e-05
71,0.0016466310195989914
72,0.0005324395173220286
73,0.17170768605989703
74,7.209902018321342e-05
75,0.00021748049742357822
76,0.002334965243561665
77,0.0018537745124255513
78,0.0048296948671299215
79,0.00014396931498221517
80,9.327381369674365e-06
81,1.3409030448119386e-05
82,0.0017182876909902086
83,1.308910015009292e-06
84,0.47470720933554494
85,0.00017142817120579642
86,6.35857811515348e-06
87,0.006092473721920992
88,0.0012360394042356647
89,0.002142744378874466
90,0.052159903393690074
91,3.689736327821645e-05
92,5.611506434986152e-06
93,0.04597655742621073
94,0.00018622382473202736
95,0.09191694584660202
96,3.26839967888909e-06
97,0.0013437924762787895
98,2.9210306747419505e-05
99,2.0846307919435548e-05
100,0.00018987869625475585
101,5.841793309182609e-05
102,0.12418610541285326
103,0.00021159989369640676
104,0.00029644533996656575
105,0.0001717916094832238
106,6.297151550615856e-05
107,0.014495915956066427
108,0.000209050443717547
109,7.552495260009519e-06
110,2.0437741911536456e-05
111,0.0006268260595560399
112,5.889170852345519e-07
113,0.0006280855108989503
114,6.3938947441532125e-06
115,4.129748749284283e-05
116,3.817436207402326e-05
117,0.0002170015356773197
118,0.006481884681039485
119,0.00030566223842533937
120,0.001138478068580929
121,2.0440978080265445e-05
122,3.3024578007142794e-05
123,6.011672768714019e-05
124,0.000313696274780323
125,0.002086946998464741
126,3.003834467848654e-06
127,1.4648958446230047e-06
128,5.8151509221368725e-05
129,0.004633139245294527
130,0.005894595630025715
131,0.0002403048309836645
132,0.003427852893702216
133,0.002729103606361351
134,5.013416555445623e-05
135,3.0372724837941526e-06
136,0.001134618330296234
137,7.243245255908175e-05
138,0.0049204362344018975
139,7.916090799935467e-06
140,9.884028677440961e-05
141,6.199418650103139e-07
142,4.05169869051883e-05
143,0.00013938078651281832
144,0.004186871810237883
145,2.299439466402037e-06
146,0.0007307654866728076
147,7.670610282559894e-05
148,0.0038266878500800294
149,0.002828281503943907
150,0.03430834964577512
151,2.002433471557769e-06
152,0.020938161384856924
153,8.207864422121226e-05
154,0.0001279450758681232
155,0.00021127136689109454
156,2.8369621926613567e-05
157,2.0530276809057885e-05
158,0.0017466759344246271
159,0.0001189363890090767
160,2.6608824819779754e-05
161,0.006394241664674716
162,7.589360395730088e-05
163,0.0005667170475112839
164,0.004927529484461473
165,9.193088409416239e-06
166,1.3482911155694601e-05
167,0.012339200053051854
168,0.002828281503943907
169,0.0021605287198209608
170,0.00056809580187149
171,0.0031139925169983446
172,0.0009289570149282885
173,0.00031992235929011257
174,0.0009517400713632184
175,0.20544941600823746
176,0.004542799460780915
177,0.014038945399908047
178,1.6403633448111746e-05
179,0.0001892403626892402
180,0.0016182401093175341
181,4.292599162434293e-05
182,0.0014855085994024174
183,2.3438406949536354e-05
184,0.00013588759487156784
185,0.0001264109785880611
186,0.0007655016712141098
187,4.794327914226356e-06
188,3.852820440781033e-06
189,0.0038612248404254067
190,0.0003198200795809312
191,9.018289727488547e-05
192,3.655556905369429e-05
193,0.006015341349861917
194,0.0009095048460855871
195,6.558833938480223e-05
196,2.6055591912763927e-05
197,0.0011301407378561993
198,0.0034523647573202546
199,0.013608631740960907
200,1.8805952200384703e-05
201,0.00019226484643549712
202,0.02065160800004004
203,3.7281214406035425e-06
204,0.0002623267797513641
205,0.005627748270241916
206,1.2982644450060344e-08
207,0.0008794390025418363
208,0.0012288061641916954
209,2.902873848669116e-06
210,0.010044414345301202
211,0.001395290211812963
212,0.010964649442272751
213,1.643194969148321e-05
214,0.020702566940733993
215,0.0011383061174416922
216,0.00493458646022688
217,0.033422645984784595
218,0.0017415181481086376
219,0.0003223018948069162
220,0.002916648029764953
221,0.003485985807077552
222,5.6155749988269615e-05
223,0.03644226168314291
224,0.001315955316460279
225,0.014756253428083278
226,0.005800630347297391
227,0.004198594560322426
228,0.000802582808011714
229,5.156452976483511e-05
230,0.0019676763495626317
231,0.00011651157269776208
232,2.3893724475833372e-05
233,2.221133981311179e-05
234,0.002648247086631422
235,0.00017090507846628117
236,0.00022370770308169772
237,0.0026858769697668144
238,0.0023871928743447093
239,0.00042045187182925827
240,0.005558971861187275
241,0.00010949061836217667
242,6.384247445254727e-08
243,1.0750804681139373e-07
244,4.22100934768053e-05
245,0.00044738594028156833
246,8.990204592614701e-05
247,0.07968490841598445
248,0.000779474697335474
249,5.624701070119108e-05
250,0.000613024956929356
251,0.032526251961898386
252,3.805155434244145e-05
253,4.106348954877132e-05
254,0.0006147166158020097
255,0.00189895816000703
256,2.182269506781468e-07
257,0.00023507940074321345
258,0.008730516861481784
259,0.004164510617426089
260,0.0010661955739345677
261,0.00022984322330894783
262,0.0018915761605387072
263,0.0007527535733253505
264,0.0022800636041831594
265,0.00011226644546169776
266,7.380221254179965e-06
267,1.88036462478857e-09
268,0.00014403785417158924
